docid,c0parent_class,c1child_class,c2parent_title,c3child_title
779465259,com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Device Services
780678791,com.samsung.android.settings.notification.ConfigureNotificationMoreSettings,com.samsung.android.settings.notification.FloatingIconsNotificationSettings,Advanced settings,Floating notifications
781703546,com.android.settings.DisplaySettings,com.samsung.android.settings.display.HighRefreshRateFragment,Display,Motion smoothness
785489310,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Max visible datasets
788567012,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Disable absolute volume
790240060,com.samsung.android.app.settings.SettingsActivity,com.samsung.android.app.settings.SettingsActivity,Advanced features,Screenshots and screen recorder
791331421,com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,More battery settings,Enhanced processing
791495437,com.samsung.accessibility.dexterity.AccessibilitySettingsMobility,com.samsung.accessibility.Activities$AccessibilitySettingsMobilityActivity,Interaction and dexterity,Ignore repeated touches
794842291,com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Date of first call made
802466597,com.samsung.android.honeyboard.settings.swipetouchandfeedback.swipe.KeyboardSwipeSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.swipe.KeyboardSwipeSettings,Keyboard swipe controls,Swipe to type
804710760,com.samsung.android.settings.wifi.SmartNetworkSwitchSettings,com.samsung.android.settings.wifi.SmartNetworkSwitchSettings,Switch to mobile data,Network exceptions
805622059,com.android.launcher3.settings.TouchPadGesturesActivity,com.android.launcher3.settings.TouchPadGesturesActivity,Touchpad gestures,Tap with 3 fingers
806856336,com.samsung.android.settings.accessories.DockSettings,com.samsung.android.settings.accessories.DockSettings,Accessories,LED icon editor
807344138,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Capture system heap dump
811537677,com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,Notifications,Show on Always On Display
813064409,com.samsung.android.settings.accessories.DockSettings,com.samsung.android.settings.accessories.DockSettings,Accessories,Auto screen on and off
813365831,com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Phone status
817828587,com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,Notifications,Icons only
821263329,com.samsung.accessibility.dexterity.AccessibilitySettingsMobility,com.samsung.accessibility.Activities$AccessibilitySettingsMobilityActivity,Interaction and dexterity,Universal switch
826914478,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,Japanese input options,8Flick customization
827647580,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,5G network mode
829919694,com.android.settings.privacy.PrivacyDashboardFragment,com.android.settings.privacy.PrivacyDashboardFragment,Privacy,Receive marketing information
831912250,com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Feedback
833825856,com.samsung.accessibility.homepage.AccessibilitySettings,com.samsung.accessibility.homepage.AccessibilityHomepageActivity,Accessibility,Hearing enhancements
835237215,com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Activation status
838388971,com.samsung.android.app.cocktailbarservice.cocktailsettings.EdgeScreenSettingsMain,com.samsung.android.app.cocktailbarservice.cocktailsettings.HandleSettings,Handle,Lock handle position
838582269,com.samsung.android.settings.usefulfeature.FunctionKeySettings,com.samsung.android.settings.usefulfeature.FunctionKeySettings,Side key,Open Bixby
846605565,com.android.settings.AllInOneTetherSettings,com.android.settings.AllInOneTetherSettings,Mobile Hotspot and Tethering,USB tethering
846623345,com.android.settings.notification.zen.ZenModeSoundVibrationSettings,com.android.settings.notification.zen.ZenModeSoundVibrationSettings,Alarms and sounds,Calendar events
847872948,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Size and transparency
848428233,com.samsung.android.samsungaccount.setting.ui.main.SettingMainPreference,com.samsung.android.samsungaccount.setting.ui.main.SettingMainPreference,Samsung account,Samsung Cloud
850372204,com.samsung.android.sm.advanced.AdvancedSettingsActivity,com.samsung.android.sm.scheduled.optimize.AutoOptimizationActivity,Automation,Auto optimize daily
853681489,com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,Remove animations
856521670,com.samsung.android.app.calendar.activity.SettingsActivity,com.samsung.android.app.calendar.activity.SettingsActivity,Calendar settings,Lock time zone
864865119,com.samsung.android.sm.battery.ui.BatteryActivity,com.samsung.android.sm.battery.ui.setting.AppPowerManagementActivity,Battery,Background usage limits
866796292,com.samsung.android.messaging.ui.view.setting.more.MoreSettingActivity,com.samsung.android.messaging.ui.view.setting.sms.TextMessagesSettingActivity,More settings,Text messages
872423938,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Other call settings,Call settings,Other call settings
876951591,com.samsung.android.accessibility.talkback.TalkBackDeveloperPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackDeveloperPreferencesActivity,Developer settings,Filter accessibility event logging
886059165,com.samsung.android.samsungaccount.setting.ui.main.SettingMainPreference,com.samsung.android.samsungaccount.authentication.ui.signup.AccountHelpPreference,Samsung account,Help
892178067,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Useful features,Video assistant
892953566,com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.connection.OperatorServiceSettings,Connections,Service provider apps
894508694,com.samsung.android.settings.inputmethod.ChangeLanguageShortcutOptionFragment,com.samsung.android.settings.inputmethod.ChangeLanguageShortcutOptionFragment,Change language shortcut,Shift + Space
895439593,com.sec.android.app.myfiles.external.ui.SettingsActivity,com.sec.android.app.myfiles.external.ui.SettingsActivity,My Files settings,Show frequently-used on top
896722647,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.applications.ConvertToFbe,Developer options,Convert to file encryption
899327404,com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Screen timeout
899936436,com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,Advanced settings,Keyboard shortcuts
904244912,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Answering and ending calls,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Answering and ending calls,Answering and ending calls,Read caller names aloud
905920526,com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,Advanced settings,Custom labels
907361145,com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.connection.WirelessSettings,Connections,More connection settings
907569961,com.samsung.android.accessibility.talkback.TalkBackDeveloperPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackDeveloperPreferencesActivity,Developer settings,Display speech output
917497011,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Send SOS messages
927658803,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,TalkBack Settings,Advanced settings
929815854,com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,Fuzzy pinyin input,ang = an
929897664,com.samsung.android.settings.usefulfeature.MotionAndGestureSettings,com.samsung.android.settings.usefulfeature.MotionAndGestureSettings,Motions and gestures,Palm swipe to capture
931344223,com.samsung.android.samsungaccount.setting.ui.main.SettingMainPreference,com.samsung.android.samsungaccount.setting.ui.main.SettingMainPreference,Samsung account,Profile info
931419811,com.android.settings.location.ScanningSettings,com.android.settings.location.ScanningSettings,Improve accuracy,Bluetooth scanning
934826957,com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,S Pen unlock
935163490,com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Shortcuts
939076710,com.samsung.android.settings.security.OtherSecuritySettings,com.android.settings.security.InstallCertificateFromStorage,Other security settings,Install from device storage
941423567,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.PanicModeSettings,Advanced features,Panic mode
946269194,com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.DualClockSettings,Lock screen,Roaming clock
947808608,com.samsung.android.settings.activekey.ActiveKeySettings,com.samsung.android.settings.activekey.DedicatedAppView,Active key,Use Active key with app
948663159,com.android.settings.wifi.WifiSettings,com.android.settings.wifi.ConfigureWifiSettings,Wi-Fi,Advanced
948986045,com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,Fuzzy pinyin input,sh = s
952521988,com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,Home screen grid
958008676,com.samsung.accessibility.assistantmenu.settings.AssistantMenuSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuSettingsActivity,Assistant menu,Show as edge icon
958991167,com.samsung.android.messaging.ui.view.setting.more.MoreSettingActivity,com.samsung.android.messaging.ui.view.setting.more.MoreSettingActivity,More settings,Remove location from shared images
965991204,com.samsung.android.settings.activekey.XcoverTopKeySettings,com.samsung.android.settings.activekey.DedicatedAppView,Top key,Use Top key with app
967720312,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackSoundAndVibrationPreferencesActivity,TalkBack Settings,Sound and vibration
